"Gene Name","Protein IDs","fold1_vs_fold10_log2 fold change","fold1_vs_fold4_log2 fold change","fold10_vs_fold4_log2 fold change","fold1_vs_fold10_p.val","fold1_vs_fold4_p.val","fold10_vs_fold4_p.val","fold1_vs_fold10_p.adj","fold1_vs_fold4_p.adj","fold10_vs_fold4_p.adj","fold1_vs_fold10_significant","fold1_vs_fold4_significant","fold10_vs_fold4_significant","significant","imputed","num_NAs","Protein.names"
"sp|Q13112|CAF1B_HUMAN","sp|Q13112|CAF1B_HUMAN",-7.9,17.6,25.5,0.0965,0.00123,3.62e-05,0.134,0.0062,0.000233,FALSE,TRUE,TRUE,TRUE,TRUE,8,NA
"sp|Q13191|CBLB_HUMAN","sp|Q13191|CBLB_HUMAN",12.5,0.196,-12.3,0.014,0.966,0.0153,0.0243,1,0.0378,TRUE,FALSE,TRUE,TRUE,TRUE,3,NA
"sp|Q13310|PABP4_HUMAN","sp|Q13310|PABP4_HUMAN",15.5,7.93,-7.56,0.0126,0.169,0.188,0.0237,0.307,0.301,TRUE,FALSE,FALSE,TRUE,TRUE,12,NA
"sp|Q13427|PPIG_HUMAN","sp|Q13427|PPIG_HUMAN",1.67,0.877,-0.793,1.25e-11,1.15e-07,4.25e-07,1.48e-10,1.88e-06,6.01e-06,TRUE,FALSE,FALSE,TRUE,FALSE,0,NA
"sp|Q13442|HAP28_HUMAN","sp|Q13442|HAP28_HUMAN",-2.15,-1.69,0.46,4.96e-10,1.48e-08,0.0105,5.74e-09,2.44e-07,0.0302,TRUE,TRUE,FALSE,TRUE,FALSE,0,NA
"sp|Q13459|MYO9B_HUMAN","sp|Q13459|MYO9B_HUMAN",16.7,0.305,-16.4,0.00086,0.941,0.001,0.00214,1,0.0044,TRUE,FALSE,TRUE,TRUE,TRUE,4,NA
"sp|Q13555|KCC2G_HUMAN","sp|Q13555|KCC2G_HUMAN",19.5,19.5,0,1.38e-05,1.38e-05,1,5.03e-05,0.000134,1,TRUE,TRUE,FALSE,TRUE,TRUE,13,NA
"sp|Q13573|SNW1_HUMAN","sp|Q13573|SNW1_HUMAN",20.5,16.4,-4.11,0.000475,0.00295,0.391,0.00123,0.0122,0.538,TRUE,TRUE,FALSE,TRUE,TRUE,12,NA
"sp|Q13596|SNX1_HUMAN","sp|Q13596|SNX1_HUMAN",-15.6,0,15.6,0.00123,1,0.00123,0.0028,1,0.00477,TRUE,FALSE,TRUE,TRUE,TRUE,14,NA
"sp|Q13813|SPTN1_HUMAN","sp|Q13813|SPTN1_HUMAN",16.6,16.6,0,0.00123,0.00123,1,0.0028,0.0062,1,TRUE,TRUE,FALSE,TRUE,TRUE,14,NA
"sp|Q13838|DX39B_HUMAN","sp|Q13838|DX39B_HUMAN",21.3,4.33,-17,0.000474,0.385,0.00301,0.00123,0.567,0.0098,TRUE,FALSE,TRUE,TRUE,TRUE,6,NA
"sp|Q14103|HNRPD_HUMAN","sp|Q14103|HNRPD_HUMAN",0.905,-0.1,-1,2e-05,0.515,6.03e-06,6.61e-05,0.674,6.58e-05,FALSE,FALSE,TRUE,TRUE,FALSE,0,NA
"sp|Q14181|DPOA2_HUMAN","sp|Q14181|DPOA2_HUMAN",13,0.287,-12.8,0.0127,0.951,0.0144,0.0237,1,0.0359,TRUE,FALSE,TRUE,TRUE,TRUE,3,NA
"sp|Q14191|WRN_HUMAN","sp|Q14191|WRN_HUMAN",4.18,-12.3,-16.5,0.448,0.0359,0.00745,0.507,0.089,0.0225,FALSE,FALSE,TRUE,TRUE,TRUE,13,NA
"sp|Q14204|DYHC1_HUMAN","sp|Q14204|DYHC1_HUMAN",24.2,0.309,-23.9,6.23e-29,0.00936,7.6e-29,9.94e-28,0.0313,3.08e-27,TRUE,FALSE,TRUE,TRUE,TRUE,6,NA
"sp|Q14241|ELOA1_HUMAN","sp|Q14241|ELOA1_HUMAN",24.3,24.3,0,1.11e-31,1.11e-31,1,5.38e-30,9e-30,1,TRUE,TRUE,FALSE,TRUE,TRUE,12,NA
"sp|Q14244|MAP7_HUMAN","sp|Q14244|MAP7_HUMAN",21.1,0.136,-21,0.000459,0.978,0.000487,0.0012,1,0.00244,TRUE,FALSE,TRUE,TRUE,TRUE,8,NA
"sp|Q14562|DHX8_HUMAN","sp|Q14562|DHX8_HUMAN",13.5,-4.29,-17.8,0.0589,0.527,0.0165,0.0871,0.687,0.0402,FALSE,FALSE,TRUE,TRUE,TRUE,11,NA
