"Gene Name","Protein IDs","fold1_vs_fold10_log2 fold change","fold1_vs_fold4_log2 fold change","fold10_vs_fold4_log2 fold change","fold1_vs_fold10_p.val","fold1_vs_fold4_p.val","fold10_vs_fold4_p.val","fold1_vs_fold10_p.adj","fold1_vs_fold4_p.adj","fold10_vs_fold4_p.adj","fold1_vs_fold10_significant","fold1_vs_fold4_significant","fold10_vs_fold4_significant","significant","imputed","num_NAs","Protein.names"
"sp|P55285|CADH6_HUMAN","sp|P55285|CADH6_HUMAN",-0.85,-0.954,-0.104,0.00849,0.00392,0.718,0.0167,0.0172,0.805,FALSE,FALSE,FALSE,FALSE,TRUE,1,NA
"sp|P55795|HNRH2_HUMAN","sp|P55795|HNRH2_HUMAN",2.36,2.02,-0.337,0.161,0.226,0.836,0.217,0.377,0.892,FALSE,FALSE,FALSE,FALSE,TRUE,3,NA
"sp|P56537|IF6_HUMAN","sp|P56537|IF6_HUMAN",0.815,0.81,-0.00502,0.637,0.639,0.998,0.697,0.76,0.998,FALSE,FALSE,FALSE,FALSE,TRUE,9,NA
"sp|P56945|BCAR1_HUMAN","sp|P56945|BCAR1_HUMAN",0.107,0.533,0.425,0.914,0.593,0.669,0.932,0.728,0.768,FALSE,FALSE,FALSE,FALSE,TRUE,5,NA
"sp|P60174|TPIS_HUMAN","sp|P60174|TPIS_HUMAN",0.502,0.187,-0.315,0.0121,0.307,0.095,0.0229,0.464,0.184,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA
"sp|P60709|ACTB_HUMAN","sp|P60709|ACTB_HUMAN",0.845,0.347,-0.499,5.15e-07,0.00457,0.00022,4.38e-06,0.0191,0.00221,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA
"sp|P60842|IF4A1_HUMAN","sp|P60842|IF4A1_HUMAN",0.831,0.441,-0.39,7.91e-06,0.00348,0.00799,3.87e-05,0.0158,0.0316,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA
"sp|P61006|RAB8A_HUMAN","sp|P61006|RAB8A_HUMAN",0.52,-0.0871,-0.607,0.561,0.922,0.498,0.627,0.951,0.624,FALSE,FALSE,FALSE,FALSE,TRUE,5,NA
"sp|P61247|RS3A_HUMAN","sp|P61247|RS3A_HUMAN",0.434,0.604,0.171,0.0261,0.00354,0.35,0.0452,0.0159,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,0,NA
"sp|P61254|RL26_HUMAN","sp|P61254|RL26_HUMAN",1.25,3.73,2.48,0.454,0.0364,0.149,0.527,0.0924,0.255,FALSE,FALSE,FALSE,FALSE,TRUE,11,NA
